date,open.amount,open.currency,high.amount,high.currency,low.amount,low.currency,close.amount,close.currency,close_unadj.amount,close_unadj.currency,volume
2016-10-13 13:30:00,6.5000000000,USD,6.5400000000,USD,6.2400000000,USD,6.4900000000,USD,6.4900000000,USD,30401700
2016-10-14 13:30:00,6.9200000000,USD,7.1200000000,USD,6.7400000000,USD,6.7500000000,USD,6.7500000000,USD,66934400
2016-10-17 13:30:00,6.9200000000,USD,6.9700000000,USD,6.6400000000,USD,6.6700000000,USD,6.6700000000,USD,24261500
2016-10-18 13:30:00,6.7600000000,USD,6.8900000000,USD,6.6900000000,USD,6.7300000000,USD,6.7300000000,USD,25314800
2016-10-19 13:30:00,6.7000000000,USD,6.8000000000,USD,6.5700000000,USD,6.7700000000,USD,6.7700000000,USD,29420200
2016-10-20 13:30:00,6.8100000000,USD,6.9800000000,USD,6.7700000000,USD,6.9600000000,USD,6.9600000000,USD,64607500
2016-10-21 13:30:00,6.5000000000,USD,6.6500000000,USD,6.3700000000,USD,6.5200000000,USD,6.5200000000,USD,64243500
2016-10-24 13:30:00,6.5700000000,USD,7.0100000000,USD,6.5400000000,USD,7.0100000000,USD,7.0100000000,USD,52998400
2016-10-25 13:30:00,6.9000000000,USD,7.5000000000,USD,6.8700000000,USD,7.5000000000,USD,7.5000000000,USD,78862000
2016-10-26 13:30:00,7.4000000000,USD,7.4800000000,USD,7.2600000000,USD,7.2900000000,USD,7.2900000000,USD,47619300
2016-10-27 13:30:00,7.4400000000,USD,7.4600000000,USD,7.1000000000,USD,7.1100000000,USD,7.1100000000,USD,37804200
2016-10-28 13:30:00,7.1000000000,USD,7.5300000000,USD,7.0200000000,USD,7.2000000000,USD,7.2000000000,USD,77261300
2016-10-31 13:30:00,7.2400000000,USD,7.4600000000,USD,7.2000000000,USD,7.2300000000,USD,7.2300000000,USD,42345900
2016-11-01 13:30:00,7.3200000000,USD,7.4300000000,USD,6.9200000000,USD,7.0900000000,USD,7.0900000000,USD,39906900
2016-11-02 13:30:00,7.0300000000,USD,7.0600000000,USD,6.6700000000,USD,6.7600000000,USD,6.7600000000,USD,33852200
2016-11-03 13:30:00,6.7800000000,USD,6.7900000000,USD,6.5600000000,USD,6.7000000000,USD,6.7000000000,USD,33673600
2016-11-04 13:30:00,6.6900000000,USD,6.7200000000,USD,6.4600000000,USD,6.5600000000,USD,6.5600000000,USD,32215700
2016-11-07 14:30:00,6.7900000000,USD,6.9900000000,USD,6.7600000000,USD,6.9600000000,USD,6.9600000000,USD,36999200
2016-11-08 14:30:00,6.8500000000,USD,7.1800000000,USD,6.7500000000,USD,7.0000000000,USD,7.0000000000,USD,37728500
2016-11-09 14:30:00,6.7000000000,USD,7.0500000000,USD,6.6400000000,USD,6.9400000000,USD,6.9400000000,USD,38479500
2016-11-10 14:30:00,6.8200000000,USD,6.9100000000,USD,6.2200000000,USD,6.3000000000,USD,6.3000000000,USD,71749500
2016-11-11 14:30:00,6.6400000000,USD,6.6900000000,USD,6.4700000000,USD,6.6900000000,USD,6.6900000000,USD,39492200
2016-11-14 14:30:00,6.8300000000,USD,6.8400000000,USD,6.6100000000,USD,6.7900000000,USD,6.7900000000,USD,29596400
2016-11-15 14:30:00,6.8200000000,USD,7.0800000000,USD,6.7900000000,USD,6.9700000000,USD,6.9700000000,USD,28909400
2016-11-16 14:30:00,7.0900000000,USD,7.7500000000,USD,7.0700000000,USD,7.6700000000,USD,7.6700000000,USD,78083200
2016-11-17 14:30:00,7.7900000000,USD,8.7700000000,USD,7.7700000000,USD,8.4600000000,USD,8.4600000000,USD,124235500
2016-11-18 14:30:00,8.6800000000,USD,8.8300000000,USD,8.4000000000,USD,8.7100000000,USD,8.7100000000,USD,62336200
2016-11-21 14:30:00,8.8700000000,USD,9.2200000000,USD,8.8600000000,USD,8.9400000000,USD,8.9400000000,USD,65595900
2016-11-22 14:30:00,9.0500000000,USD,9.0600000000,USD,8.5400000000,USD,8.6900000000,USD,8.6900000000,USD,71312800
2016-11-23 14:30:00,8.7200000000,USD,8.8600000000,USD,8.5000000000,USD,8.8000000000,USD,8.8000000000,USD,34646000
2016-11-25 14:30:00,8.8000000000,USD,8.9100000000,USD,8.6900000000,USD,8.7700000000,USD,8.7700000000,USD,14214100
2016-11-28 14:30:00,8.7200000000,USD,8.9800000000,USD,8.7200000000,USD,8.8300000000,USD,8.8300000000,USD,25907800
2016-11-29 14:30:00,9.0000000000,USD,9.2300000000,USD,8.8500000000,USD,8.9300000000,USD,8.9300000000,USD,54831400
2016-11-30 14:30:00,9.0200000000,USD,9.1200000000,USD,8.9000000000,USD,8.9100000000,USD,8.9100000000,USD,36511900
2016-12-01 14:30:00,8.9200000000,USD,9.0300000000,USD,8.2600000000,USD,8.3900000000,USD,8.3900000000,USD,56682400
2016-12-02 14:30:00,8.3800000000,USD,8.7400000000,USD,8.3800000000,USD,8.5300000000,USD,8.5300000000,USD,42398900
2016-12-05 14:30:00,8.6900000000,USD,8.7100000000,USD,8.4500000000,USD,8.6800000000,USD,8.6800000000,USD,31410100
2016-12-06 14:30:00,8.9500000000,USD,9.5400000000,USD,8.8200000000,USD,9.4500000000,USD,9.4500000000,USD,92242900
2016-12-07 14:30:00,9.6500000000,USD,9.7900000000,USD,9.2400000000,USD,9.5600000000,USD,9.5600000000,USD,54897300
2016-12-08 14:30:00,9.9000000000,USD,10.6600000000,USD,9.8000000000,USD,10.3400000000,USD,10.3400000000,USD,104613000
2016-12-09 14:30:00,10.3800000000,USD,10.5400000000,USD,9.8700000000,USD,10.3400000000,USD,10.3400000000,USD,60600800
2016-12-12 14:30:00,10.4000000000,USD,10.9300000000,USD,10.3800000000,USD,10.6800000000,USD,10.6800000000,USD,63342900
2016-12-13 14:30:00,10.7500000000,USD,10.8000000000,USD,10.4000000000,USD,10.5400000000,USD,10.5400000000,USD,46967800
2016-12-14 14:30:00,10.4300000000,USD,10.7400000000,USD,10.2700000000,USD,10.5500000000,USD,10.5500000000,USD,46968600
2016-12-15 14:30:00,10.6800000000,USD,10.9300000000,USD,10.6400000000,USD,10.8600000000,USD,10.8600000000,USD,48871300
2016-12-16 14:30:00,10.9400000000,USD,11.2300000000,USD,10.6000000000,USD,10.6600000000,USD,10.6600000000,USD,77777700
2016-12-19 14:30:00,10.8100000000,USD,11.0000000000,USD,10.5200000000,USD,10.9500000000,USD,10.9500000000,USD,46085800
2016-12-20 14:30:00,11.1900000000,USD,11.5100000000,USD,11.1500000000,USD,11.5100000000,USD,11.5100000000,USD,59314200
2016-12-21 14:30:00,11.6100000000,USD,11.7200000000,USD,11.3100000000,USD,11.4700000000,USD,11.4700000000,USD,44814100
2016-12-22 14:30:00,11.6500000000,USD,11.7500000000,USD,11.4700000000,USD,11.6000000000,USD,11.6000000000,USD,36450800
2016-12-23 14:30:00,11.3000000000,USD,11.6000000000,USD,11.2600000000,USD,11.5800000000,USD,11.5800000000,USD,32288200
2016-12-27 14:30:00,11.6500000000,USD,12.0800000000,USD,11.6000000000,USD,12.0700000000,USD,12.0700000000,USD,44336500
2016-12-28 14:30:00,12.2800000000,USD,12.4200000000,USD,11.4600000000,USD,11.5500000000,USD,11.5500000000,USD,71254500
2016-12-29 14:30:00,11.2400000000,USD,11.6200000000,USD,11.0100000000,USD,11.5900000000,USD,11.5900000000,USD,50234300
2016-12-30 14:30:00,11.7000000000,USD,11.7800000000,USD,11.2500000000,USD,11.3400000000,USD,11.3400000000,USD,44095400
2017-01-03 14:30:00,11.4200000000,USD,11.6500000000,USD,11.0200000000,USD,11.4300000000,USD,11.4300000000,USD,55182000
2017-01-04 14:30:00,11.4500000000,USD,11.5200000000,USD,11.2400000000,USD,11.4300000000,USD,11.4300000000,USD,40781200
2017-01-05 14:30:00,11.4300000000,USD,11.6900000000,USD,11.2300000000,USD,11.2400000000,USD,11.2400000000,USD,38855200
2017-01-06 14:30:00,11.2900000000,USD,11.4900000000,USD,11.1100000000,USD,11.3200000000,USD,11.3200000000,USD,34453500
2017-01-09 14:30:00,11.3700000000,USD,11.6400000000,USD,11.3100000000,USD,11.4900000000,USD,11.4900000000,USD,37304800
2017-01-10 14:30:00,11.5500000000,USD,11.6300000000,USD,11.3300000000,USD,11.4400000000,USD,11.4400000000,USD,29201600
2017-01-11 14:30:00,11.3900000000,USD,11.4100000000,USD,11.1500000000,USD,11.2000000000,USD,11.2000000000,USD,39377000
2017-01-12 14:30:00,10.9800000000,USD,11.0400000000,USD,10.3300000000,USD,10.7600000000,USD,10.7600000000,USD,75244100
2017-01-13 14:30:00,10.7900000000,USD,10.8700000000,USD,10.5600000000,USD,10.5800000000,USD,10.5800000000,USD,38377500
2017-01-17 14:30:00,10.1700000000,USD,10.2300000000,USD,9.7800000000,USD,9.8200000000,USD,9.8200000000,USD,70491800
2017-01-18 14:30:00,9.5400000000,USD,10.1000000000,USD,9.4200000000,USD,9.8800000000,USD,9.8800000000,USD,51797600
2017-01-19 14:30:00,9.9200000000,USD,10.2500000000,USD,9.7500000000,USD,9.7700000000,USD,9.7700000000,USD,46151300
2017-01-20 14:30:00,9.8800000000,USD,9.9600000000,USD,9.6700000000,USD,9.7500000000,USD,9.7500000000,USD,27982100
2017-01-23 14:30:00,9.6800000000,USD,10.0600000000,USD,9.6800000000,USD,9.9100000000,USD,9.9100000000,USD,27905700
2017-01-24 14:30:00,9.9500000000,USD,10.4900000000,USD,9.9500000000,USD,10.4400000000,USD,10.4400000000,USD,43991200
2017-01-25 14:30:00,10.7400000000,USD,10.9800000000,USD,10.1500000000,USD,10.3500000000,USD,10.3500000000,USD,61778100
2017-01-26 14:30:00,10.3500000000,USD,10.6600000000,USD,10.3000000000,USD,10.5200000000,USD,10.5200000000,USD,35866600
2017-01-27 14:30:00,10.6000000000,USD,10.7300000000,USD,10.5200000000,USD,10.6700000000,USD,10.6700000000,USD,32719200
2017-01-30 14:30:00,10.6200000000,USD,10.6800000000,USD,10.3000000000,USD,10.6100000000,USD,10.6100000000,USD,37725000
2017-01-31 14:30:00,10.6000000000,USD,10.6700000000,USD,10.2200000000,USD,10.3700000000,USD,10.3700000000,USD,53704900
2017-02-01 14:30:00,10.9000000000,USD,12.1400000000,USD,10.8100000000,USD,12.0600000000,USD,12.0600000000,USD,165939300
2017-02-02 14:30:00,11.9800000000,USD,12.6600000000,USD,11.9500000000,USD,12.2800000000,USD,12.2800000000,USD,116324500
2017-02-03 14:30:00,12.3700000000,USD,12.5000000000,USD,12.0400000000,USD,12.2400000000,USD,12.2400000000,USD,60036700
2017-02-06 14:30:00,12.4600000000,USD,13.7000000000,USD,12.3800000000,USD,13.6300000000,USD,13.6300000000,USD,140474100
2017-02-07 14:30:00,14.0500000000,USD,14.2700000000,USD,13.0600000000,USD,13.2900000000,USD,13.2900000000,USD,158683800
2017-02-08 14:30:00,13.2100000000,USD,13.7500000000,USD,13.0800000000,USD,13.5600000000,USD,13.5600000000,USD,75942900
2017-02-09 14:30:00,13.7800000000,USD,13.8900000000,USD,13.4000000000,USD,13.4200000000,USD,13.4200000000,USD,73339900
2017-02-10 14:30:00,13.8600000000,USD,13.8600000000,USD,13.2500000000,USD,13.5800000000,USD,13.5800000000,USD,54579300
2017-02-13 14:30:00,13.7000000000,USD,13.9500000000,USD,13.3800000000,USD,13.4900000000,USD,13.4900000000,USD,57413100
2017-02-14 14:30:00,13.4300000000,USD,13.4900000000,USD,13.1900000000,USD,13.2600000000,USD,13.2600000000,USD,40479100
2017-02-15 14:30:00,13.2000000000,USD,13.4400000000,USD,13.1500000000,USD,13.3000000000,USD,13.3000000000,USD,33722300
2017-02-16 14:30:00,13.2500000000,USD,13.3500000000,USD,12.8400000000,USD,12.9700000000,USD,12.9700000000,USD,52502500
2017-02-17 14:30:00,12.7900000000,USD,13.1400000000,USD,12.6000000000,USD,13.1300000000,USD,13.1300000000,USD,40888000
2017-02-21 14:30:00,13.4100000000,USD,14.1000000000,USD,13.4000000000,USD,14.0000000000,USD,14.0000000000,USD,66357100
2017-02-22 14:30:00,14.3000000000,USD,14.5000000000,USD,14.0400000000,USD,14.2800000000,USD,14.2800000000,USD,71505000
2017-02-23 14:30:00,14.2000000000,USD,14.4500000000,USD,13.8200000000,USD,14.3200000000,USD,14.3200000000,USD,80317600
2017-02-24 14:30:00,14.0000000000,USD,14.3200000000,USD,13.8600000000,USD,14.1200000000,USD,14.1200000000,USD,46288600
2017-02-27 14:30:00,14.2700000000,USD,15.3500000000,USD,14.2700000000,USD,15.2000000000,USD,15.2000000000,USD,95422900
2017-02-28 14:30:00,15.4500000000,USD,15.5500000000,USD,14.3500000000,USD,14.4600000000,USD,14.4600000000,USD,141783000
2017-03-01 14:30:00,15.0800000000,USD,15.0900000000,USD,14.5200000000,USD,14.9600000000,USD,14.9600000000,USD,73450400
2017-03-02 14:30:00,14.5900000000,USD,14.7800000000,USD,13.8700000000,USD,13.9000000000,USD,13.9000000000,USD,104330900
2017-03-03 14:30:00,13.5500000000,USD,13.5800000000,USD,12.7900000000,USD,13.0300000000,USD,13.0300000000,USD,163395900
2017-03-06 14:30:00,13.0000000000,USD,13.3400000000,USD,12.3800000000,USD,13.0400000000,USD,13.0400000000,USD,117192600
2017-03-07 14:30:00,13.0700000000,USD,13.3700000000,USD,12.7900000000,USD,13.0500000000,USD,13.0500000000,USD,76666300
2017-03-08 14:30:00,13.2500000000,USD,13.5500000000,USD,13.1000000000,USD,13.2200000000,USD,13.2200000000,USD,71294700
2017-03-09 14:30:00,13.4500000000,USD,13.4500000000,USD,13.1100000000,USD,13.3300000000,USD,13.3300000000,USD,45244200
2017-03-10 14:30:00,13.5000000000,USD,13.9300000000,USD,13.4500000000,USD,13.9100000000,USD,13.9100000000,USD,65142200
2017-03-13 13:30:00,14.4800000000,USD,14.6800000000,USD,14.1800000000,USD,14.2800000000,USD,14.2800000000,USD,73078100
2017-03-14 13:30:00,14.0000000000,USD,14.1500000000,USD,13.6400000000,USD,14.1000000000,USD,14.1000000000,USD,52554500
2017-03-15 13:30:00,14.0300000000,USD,14.0600000000,USD,13.6200000000,USD,13.9800000000,USD,13.9800000000,USD,55179600
2017-03-16 13:30:00,13.7900000000,USD,13.8800000000,USD,13.6500000000,USD,13.6500000000,USD,13.6500000000,USD,44494800
2017-03-17 13:30:00,13.6200000000,USD,13.7400000000,USD,13.3600000000,USD,13.4900000000,USD,13.4900000000,USD,224892300
2017-03-20 13:30:00,13.6800000000,USD,14.5000000000,USD,13.5400000000,USD,14.4000000000,USD,14.4000000000,USD,91565600
2017-03-21 13:30:00,14.4000000000,USD,14.4900000000,USD,13.7800000000,USD,13.8200000000,USD,13.8200000000,USD,72552700
2017-03-22 13:30:00,13.7000000000,USD,14.1500000000,USD,13.5500000000,USD,14.1000000000,USD,14.1000000000,USD,61239500
2017-03-23 13:30:00,13.9600000000,USD,14.1200000000,USD,13.7700000000,USD,13.7900000000,USD,13.7900000000,USD,44549900
2017-03-24 13:30:00,14.1600000000,USD,14.1800000000,USD,13.5400000000,USD,13.7000000000,USD,13.7000000000,USD,50099500
2017-03-27 13:30:00,13.3500000000,USD,13.7800000000,USD,13.2100000000,USD,13.7000000000,USD,13.7000000000,USD,42686800
2017-03-28 13:30:00,13.7500000000,USD,13.8600000000,USD,13.5500000000,USD,13.6900000000,USD,13.6900000000,USD,37420200
2017-03-29 13:30:00,13.7400000000,USD,13.8700000000,USD,13.6300000000,USD,13.7100000000,USD,13.7100000000,USD,37863500
2017-03-30 13:30:00,13.7300000000,USD,14.0500000000,USD,13.6500000000,USD,14.0500000000,USD,14.0500000000,USD,44132800
2017-03-31 13:30:00,14.1000000000,USD,14.7500000000,USD,14.0100000000,USD,14.5500000000,USD,14.5500000000,USD,84566200
2017-04-03 13:30:00,14.6000000000,USD,14.7400000000,USD,14.3000000000,USD,14.6400000000,USD,14.6400000000,USD,48423700
2017-04-04 13:30:00,14.3100000000,USD,14.6700000000,USD,14.0300000000,USD,14.1600000000,USD,14.1600000000,USD,58413000
2017-04-05 13:30:00,14.2800000000,USD,14.6400000000,USD,14.1000000000,USD,14.1700000000,USD,14.1700000000,USD,58816700
2017-04-06 13:30:00,13.4200000000,USD,13.4600000000,USD,12.8300000000,USD,13.2700000000,USD,13.2700000000,USD,139500100
2017-04-07 13:30:00,13.3300000000,USD,13.6800000000,USD,13.2200000000,USD,13.5200000000,USD,13.5200000000,USD,70441000
2017-04-10 13:30:00,13.5200000000,USD,13.5900000000,USD,13.0400000000,USD,13.1000000000,USD,13.1000000000,USD,47178000
2017-04-11 13:30:00,13.0200000000,USD,13.2900000000,USD,12.7100000000,USD,13.1000000000,USD,13.1000000000,USD,59916600
2017-04-12 13:30:00,12.9400000000,USD,13.1000000000,USD,12.7400000000,USD,12.7600000000,USD,12.7600000000,USD,37385400
2017-04-13 13:30:00,12.5100000000,USD,12.7200000000,USD,12.2200000000,USD,12.3100000000,USD,12.3100000000,USD,53442600
2017-04-17 13:30:00,12.5300000000,USD,12.8000000000,USD,12.3700000000,USD,12.7900000000,USD,12.7900000000,USD,38188200
2017-04-18 13:30:00,12.6300000000,USD,12.9700000000,USD,12.5800000000,USD,12.9500000000,USD,12.9500000000,USD,37172000
2017-04-19 13:30:00,13.0900000000,USD,13.2100000000,USD,12.8000000000,USD,12.8400000000,USD,12.8400000000,USD,36491100
2017-04-20 13:30:00,12.9800000000,USD,13.1500000000,USD,12.8800000000,USD,13.1100000000,USD,13.1100000000,USD,41976100
2017-04-21 13:30:00,13.0800000000,USD,13.1200000000,USD,12.9000000000,USD,13.0000000000,USD,13.0000000000,USD,25689600
2017-04-24 13:30:00,13.2300000000,USD,13.2300000000,USD,13.0500000000,USD,13.1300000000,USD,13.1300000000,USD,36120300
2017-04-25 13:30:00,13.2400000000,USD,13.5300000000,USD,13.1600000000,USD,13.4900000000,USD,13.4900000000,USD,35881000
2017-04-26 13:30:00,13.4200000000,USD,13.5300000000,USD,13.2200000000,USD,13.4100000000,USD,13.4100000000,USD,36644500
2017-04-27 13:30:00,13.4300000000,USD,13.7000000000,USD,13.3700000000,USD,13.6200000000,USD,13.6200000000,USD,31327600
2017-04-28 13:30:00,13.7300000000,USD,13.7600000000,USD,13.1600000000,USD,13.3000000000,USD,13.3000000000,USD,50376000
2017-05-01 13:30:00,13.4300000000,USD,13.6300000000,USD,13.2500000000,USD,13.6200000000,USD,13.6200000000,USD,68036300
2017-05-02 13:30:00,11.7300000000,USD,11.7600000000,USD,10.3000000000,USD,10.3200000000,USD,10.3200000000,USD,268336500
2017-05-03 13:30:00,10.2900000000,USD,10.6800000000,USD,9.8500000000,USD,10.3900000000,USD,10.3900000000,USD,140899400
2017-05-04 13:30:00,10.5500000000,USD,10.5500000000,USD,9.9400000000,USD,10.1000000000,USD,10.1000000000,USD,77031400
2017-05-05 13:30:00,10.1300000000,USD,10.2600000000,USD,9.9400000000,USD,10.1900000000,USD,10.1900000000,USD,51759000
2017-05-08 13:30:00,10.2200000000,USD,10.2200000000,USD,10.0000000000,USD,10.0400000000,USD,10.0400000000,USD,35101100
2017-05-09 13:30:00,10.0400000000,USD,10.4000000000,USD,10.0400000000,USD,10.1800000000,USD,10.1800000000,USD,51017300
2017-05-10 13:30:00,10.4600000000,USD,10.8500000000,USD,10.4500000000,USD,10.7900000000,USD,10.7900000000,USD,65995900
2017-05-11 13:30:00,10.7400000000,USD,11.2600000000,USD,10.5100000000,USD,11.0700000000,USD,11.0700000000,USD,72946500
2017-05-12 13:30:00,11.2000000000,USD,11.4000000000,USD,11.0800000000,USD,11.2600000000,USD,11.2600000000,USD,56072600
2017-05-15 13:30:00,11.4100000000,USD,11.6000000000,USD,11.3000000000,USD,11.4200000000,USD,11.4200000000,USD,52565000
2017-05-16 13:30:00,11.6600000000,USD,12.7700000000,USD,11.6300000000,USD,12.7500000000,USD,12.7500000000,USD,164186900
2017-05-17 13:30:00,11.8100000000,USD,12.2900000000,USD,11.1600000000,USD,11.2000000000,USD,11.2000000000,USD,160109500
2017-05-18 13:30:00,10.9900000000,USD,11.4900000000,USD,10.8100000000,USD,11.2800000000,USD,11.2800000000,USD,86900100
2017-05-19 13:30:00,11.4700000000,USD,11.6200000000,USD,11.3500000000,USD,11.4100000000,USD,11.4100000000,USD,50319700
2017-05-22 13:30:00,11.4900000000,USD,11.5500000000,USD,10.7700000000,USD,11.0400000000,USD,11.0400000000,USD,78696400
2017-05-23 13:30:00,10.9700000000,USD,11.0600000000,USD,10.6200000000,USD,10.8900000000,USD,10.8900000000,USD,49799600
2017-05-24 13:30:00,11.0500000000,USD,11.0600000000,USD,10.7100000000,USD,10.8900000000,USD,10.8900000000,USD,42903900
2017-05-25 13:30:00,11.0100000000,USD,11.0100000000,USD,10.8000000000,USD,10.9800000000,USD,10.9800000000,USD,33584300
2017-05-26 13:30:00,10.8500000000,USD,11.0200000000,USD,10.7400000000,USD,11.0000000000,USD,11.0000000000,USD,31907600
2017-05-30 13:30:00,10.9500000000,USD,11.2700000000,USD,10.9000000000,USD,11.1200000000,USD,11.1200000000,USD,35339000
2017-05-31 13:30:00,11.2900000000,USD,11.4900000000,USD,11.1000000000,USD,11.1900000000,USD,11.1900000000,USD,42929000
2017-06-01 13:30:00,11.2500000000,USD,11.2900000000,USD,10.8100000000,USD,10.9300000000,USD,10.9300000000,USD,48002000
2017-06-02 13:30:00,10.9300000000,USD,10.9600000000,USD,10.5700000000,USD,10.9000000000,USD,10.9000000000,USD,43056200
2017-06-05 13:30:00,10.8400000000,USD,11.3400000000,USD,10.8000000000,USD,11.2400000000,USD,11.2400000000,USD,66207300
2017-06-06 13:30:00,11.2700000000,USD,12.2400000000,USD,11.2400000000,USD,12.0300000000,USD,12.0300000000,USD,114998600
2017-06-07 13:30:00,12.4200000000,USD,12.9600000000,USD,12.2300000000,USD,12.3800000000,USD,12.3800000000,USD,151005900
2017-06-08 13:30:00,12.8100000000,USD,12.9100000000,USD,12.4000000000,USD,12.9000000000,USD,12.9000000000,USD,89515100
2017-06-09 13:30:00,13.1000000000,USD,13.4000000000,USD,11.6300000000,USD,12.2800000000,USD,12.2800000000,USD,167454400
2017-06-12 13:30:00,11.7500000000,USD,12.3500000000,USD,11.2700000000,USD,12.0900000000,USD,12.0900000000,USD,125781800
2017-06-13 13:30:00,12.3300000000,USD,12.4800000000,USD,11.6700000000,USD,11.9600000000,USD,11.9600000000,USD,87302300
2017-06-14 13:30:00,11.9100000000,USD,12.0500000000,USD,11.6500000000,USD,11.7700000000,USD,11.7700000000,USD,51909400
2017-06-15 13:30:00,11.3400000000,USD,11.5800000000,USD,11.2100000000,USD,11.5000000000,USD,11.5000000000,USD,61666000
2017-06-16 13:30:00,11.6600000000,USD,11.8300000000,USD,11.2800000000,USD,11.4400000000,USD,11.4400000000,USD,59779500
2017-06-19 13:30:00,11.6300000000,USD,12.1200000000,USD,11.6200000000,USD,11.9300000000,USD,11.9300000000,USD,61803600
2017-06-20 13:30:00,12.1900000000,USD,12.9300000000,USD,12.1800000000,USD,12.6400000000,USD,12.6400000000,USD,118001500
2017-06-21 13:30:00,13.3600000000,USD,14.0100000000,USD,13.1300000000,USD,13.9800000000,USD,13.9800000000,USD,188796100
2017-06-22 13:30:00,14.1000000000,USD,14.5000000000,USD,13.5600000000,USD,14.3800000000,USD,14.3800000000,USD,149594200
2017-06-23 13:30:00,14.1500000000,USD,14.6700000000,USD,13.9000000000,USD,14.1700000000,USD,14.1700000000,USD,200777300
2017-06-26 13:30:00,14.3900000000,USD,14.4900000000,USD,13.8400000000,USD,14.0800000000,USD,14.0800000000,USD,101012500
2017-06-27 13:30:00,13.7600000000,USD,14.0400000000,USD,13.3700000000,USD,13.4000000000,USD,13.4000000000,USD,89319700
2017-06-28 13:30:00,13.6500000000,USD,13.7000000000,USD,13.0900000000,USD,13.2300000000,USD,13.2300000000,USD,85266900
2017-06-29 13:30:00,13.0600000000,USD,13.1500000000,USD,12.4500000000,USD,12.6000000000,USD,12.6000000000,USD,87634400
2017-06-30 13:30:00,12.5700000000,USD,12.8300000000,USD,12.3600000000,USD,12.4800000000,USD,12.4800000000,USD,59267400
2017-07-03 13:30:00,12.5700000000,USD,12.7300000000,USD,12.1300000000,USD,12.1500000000,USD,12.1500000000,USD,39929100
2017-07-05 13:30:00,12.3600000000,USD,13.2100000000,USD,12.3200000000,USD,13.1900000000,USD,13.1900000000,USD,99450200
2017-07-06 13:30:00,12.9400000000,USD,13.3200000000,USD,12.6700000000,USD,13.0200000000,USD,13.0200000000,USD,88927800
2017-07-07 13:30:00,13.2700000000,USD,13.7500000000,USD,13.1800000000,USD,13.3600000000,USD,13.3600000000,USD,88392100
2017-07-10 13:30:00,13.6100000000,USD,13.8800000000,USD,13.2700000000,USD,13.8100000000,USD,13.8100000000,USD,78320200
2017-07-11 13:30:00,13.7700000000,USD,14.1000000000,USD,13.6200000000,USD,13.8900000000,USD,13.8900000000,USD,71102300
2017-07-12 13:30:00,14.1700000000,USD,14.3900000000,USD,13.9600000000,USD,14.2900000000,USD,14.2900000000,USD,78508400
2017-07-13 13:30:00,14.3300000000,USD,14.4900000000,USD,13.4300000000,USD,13.5300000000,USD,13.5300000000,USD,111656900
2017-07-14 13:30:00,13.4600000000,USD,13.9300000000,USD,13.3200000000,USD,13.9200000000,USD,13.9200000000,USD,82084600
2017-07-17 13:30:00,14.0300000000,USD,14.1200000000,USD,13.5100000000,USD,13.8000000000,USD,13.8000000000,USD,71690800
2017-07-18 13:30:00,13.2900000000,USD,13.5300000000,USD,13.1500000000,USD,13.4800000000,USD,13.4800000000,USD,78366500
2017-07-19 13:30:00,13.6200000000,USD,13.7400000000,USD,13.4100000000,USD,13.5500000000,USD,13.5500000000,USD,51957800
2017-07-20 13:30:00,13.6100000000,USD,13.8900000000,USD,13.4500000000,USD,13.8000000000,USD,13.8000000000,USD,47707500
2017-07-21 13:30:00,13.7000000000,USD,14.0500000000,USD,13.6200000000,USD,13.8800000000,USD,13.8800000000,USD,51045700
2017-07-24 13:30:00,14.0000000000,USD,14.4400000000,USD,13.9700000000,USD,14.1600000000,USD,14.1600000000,USD,71014900
2017-07-25 13:30:00,14.2900000000,USD,14.3200000000,USD,13.8700000000,USD,14.1100000000,USD,14.1100000000,USD,98047400
2017-07-26 13:30:00,15.1300000000,USD,15.6500000000,USD,14.4000000000,USD,14.7600000000,USD,14.7600000000,USD,236083000
2017-07-27 13:30:00,14.9900000000,USD,15.0400000000,USD,13.7000000000,USD,14.1200000000,USD,14.1200000000,USD,130303700
2017-07-28 13:30:00,13.8500000000,USD,14.1000000000,USD,13.6800000000,USD,13.9500000000,USD,13.9500000000,USD,66763800
2017-07-31 13:30:00,14.0900000000,USD,14.2200000000,USD,13.4700000000,USD,13.6100000000,USD,13.6100000000,USD,69108700
2017-08-01 13:30:00,13.7200000000,USD,13.8600000000,USD,13.4500000000,USD,13.7100000000,USD,13.7100000000,USD,49149900
2017-08-02 13:30:00,13.8100000000,USD,13.9300000000,USD,13.1200000000,USD,13.3700000000,USD,13.3700000000,USD,67502200
2017-08-03 13:30:00,13.4200000000,USD,13.5200000000,USD,13.0800000000,USD,13.2400000000,USD,13.2400000000,USD,52557400
2017-08-04 13:30:00,13.2000000000,USD,13.3600000000,USD,13.0200000000,USD,13.1200000000,USD,13.1200000000,USD,64254000
2017-08-07 13:30:00,13.3300000000,USD,13.5700000000,USD,13.2700000000,USD,13.4300000000,USD,13.4300000000,USD,57486800
2017-08-08 13:30:00,13.4800000000,USD,13.5500000000,USD,13.0800000000,USD,13.1100000000,USD,13.1100000000,USD,47338000
2017-08-09 13:30:00,12.7600000000,USD,12.8900000000,USD,12.5400000000,USD,12.8300000000,USD,12.8300000000,USD,58861500
2017-08-10 13:30:00,12.7000000000,USD,12.9200000000,USD,12.1100000000,USD,12.1200000000,USD,12.1200000000,USD,83113400
